npi,last_or_org_name,first_name,entity_code,state,ruca,provider_type,medicare_participating,tot_hcpcs_codes,tot_beneficiaries,tot_services,tot_submitted_charge,tot_medicare_allowed,tot_medicare_payment,tot_medicare_standardized,bene_avg_age,bene_avg_risk_score,excluded_any,fraud_label
1003006768,Newman,Maureen,I,ID,1.0,Hospice and Palliative Care,Y,8,95,331.0,59202.0,26535.05,20722.45,21994.64,80,2.2565,0,0
1003006958,Farrar,David,I,NE,10.0,Physician Assistant,Y,48,196,360.0,57981.0,25872.83,18046.41,19717.6,72,0.9127,0,0
1003007022,Gupta,Mamta,I,TX,1.0,Internal Medicine,Y,10,183,498.0,104726.72,42992.27,34163.97,34622.23,72,3.0434,0,0
1003007048,Fereidouni,Sam,I,AZ,1.0,Family Practice,Y,84,741,10238.0,999428.39,520567.65,406063.16,413979.22,74,0.8507,0,0
1003007055,Howard,Tiffany,I,SC,1.0,Physical Medicine and Rehabilitation,Y,10,50,146.0,70206.0,23271.97,18459.67,17730.89,80,1.8064,0,0
1003007170,Danciu,Sorin,I,IL,1.0,Cardiology,Y,53,809,1932.0,638568.0,215450.4,162537.35,157169.01,76,1.8499,0,0
1003007204,Yamani,Hussein,I,TX,1.1,Cardiology,Y,75,673,4497.0,1670504.94,490700.16,382258.47,391079.86,75,1.8647,0,0
1003007295,Uzowulu,Obinna,I,TX,2.0,Family Practice,Y,17,18,120.0,11481.32,7261.74,5107.93,5475.9,68,0.7621,0,0
1003007311,Black,Michael,I,SC,1.0,Physician Assistant,Y,32,151,323.0,38494.35,20702.77,15084.64,16253.3,74,0.9187,0,0
1003007345,Harlow,Michael,I,MN,1.0,Psychiatry,Y,10,114,362.0,125369.8,31022.86,23460.39,24064.02,45,1.2503,0,0
1003007360,Montemurno,Tina,I,CO,2.0,Anesthesiology,Y,44,117,148.0,275673.0,27352.83,21378.22,20483.99,71,1.0861,0,0
1003007386,"The Giant Company, Llc",,O,PA,1.0,Centralized Flu,Y,13,131,495.0,25903.16,23246.06,23246.06,22416.26,75,0.9632,0,0
1003007469,Ozuna,Eduardo,I,TX,1.0,Pain Management,Y,67,316,7007.0,4909708.5,379410.07,295699.68,312295.25,74,1.2334,0,0
1003007477,Abdow,Kimberly,I,MA,1.0,Nurse Practitioner,Y,4,199,1225.0,368400.0,135284.28,93125.21,92737.22,53,1.1637,0,0
1003007592,Miller,Carolyn,I,PA,8.0,Physician Assistant,Y,11,109,552.0,119793.0,41739.25,31968.4,32748.27,70,0.7257,0,0
1003007683,Turock,Melanie,I,PA,1.0,Emergency Medicine,Y,14,267,287.0,101929.0,43633.12,33961.82,34612.93,75,1.8939,0,0
1003007782,Smerka,Kenneth,I,NY,1.0,Physician Assistant,Y,11,33,44.0,17804.58,4862.37,3332.27,3549.94,72,2.8488,0,0
1003007816,Gupta,Arusha,I,MD,1.0,Ophthalmology,Y,28,838,4454.0,1454581.0,434578.94,315712.06,277178.81,77,0.9281,0,0
1003007907,Tavan,Emmanuel,I,OR,1.0,Pulmonary Disease,Y,30,181,357.0,141640.82,47652.57,35735.43,34524.4,73,2.2022,0,0
1003007964,Kramer,Olga,I,NC,1.0,Physician Assistant,Y,20,110,138.0,154897.97,15029.62,11427.36,11805.46,72,1.6934,0,0
1003007980,Bernal,Juan,I,AL,1.0,Interventional Cardiology,Y,115,601,1796.0,531237.0,228913.89,175887.77,182745.63,77,1.5061,0,0
1003008038,Dandona,Hana,I,NY,1.0,Physician Assistant,Y,7,18,25.0,5880.0,1678.88,1346.84,1137.15,70,0.8055,0,0
1003008095,House,Robin,I,KY,4.0,Nurse Practitioner,Y,11,42,80.0,17040.0,6814.65,5072.03,5485.67,67,1.4112,0,0
1003008111,Easterlin,Marie,I,GA,1.0,Obstetrics & Gynecology,Y,17,123,261.0,58895.0,22440.03,15245.99,16516.84,70,0.6729,0,0
1003008244,Rajbhandari,Ruma,I,MA,1.0,Gastroenterology,Y,19,156,302.0,252267.0,38628.14,31733.05,29278.4,73,1.4091,0,0
1003008269,Larson,Matthew,I,MN,1.0,Anesthesiology,Y,57,192,212.0,233561.44,22543.72,17337.77,18043.95,72,1.6888,0,0
1003008517,Mendez,Daniel,I,PR,1.0,Diagnostic Radiology,Y,72,417,721.0,22758.74,21886.34,16017.57,15689.87,76,2.2743,0,0
1003008525,Peterson,Jonathon,I,MN,7.0,Physical Therapist in Private Practice,Y,10,112,1126.0,104169.0,36149.94,27623.06,27727.3,73,0.9472,0,0
1003008533,Sabodash,Valeriy,I,FL,1.0,Neurology,Y,34,729,31656.0,1287835.26,540865.69,413386.1,418376.99,76,1.4834,0,0
1003008574,Ginn,Eric,I,PA,1.0,Hospitalist,Y,14,348,364.0,149072.0,64032.99,49300.92,47226.21,80,2.3987,0,0
1003008590,Chirumamilla,Radha,I,CA,1.0,Internal Medicine,Y,6,425,1020.0,388407.0,125066.33,99481.0,95938.11,74,2.9832,0,0
1003009036,Zabierek,Jennille,I,TX,1.0,Physical Therapist in Private Practice,Y,9,69,1443.0,133351.0,41296.39,31383.26,32303.3,73,0.977,0,0
1003009077,Sheikh,Mohammad,I,CA,1.0,Psychiatry,Y,5,40,54.0,21900.21,5678.77,4360.09,3943.89,48,1.3245,0,0
1003009119,Mohler,Troy,I,VA,2.0,Family Practice,Y,47,272,1046.5,193255.0,98134.33,75074.66,75566.88,74,0.9146,0,0
1003009135,Kostelik,Rita,I,WA,1.0,Nurse Practitioner,Y,8,39,129.0,26677.0,11428.8,9048.53,9038.26,73,2.5026,0,0
1003009176,Spragg,Cheryl,I,FL,1.0,Physician Assistant,Y,5,214,358.0,204005.0,37188.36,29155.33,30175.61,73,1.4916,0,0
1003009234,Miller,Adrianne,I,TX,1.0,Audiologist,Y,5,135,160.0,15785.0,5460.69,3359.69,3485.67,77,1.2342,0,0
1003009283,Solberg-Shankle,Heidi,I,HI,1.0,Emergency Medicine,Y,7,27,29.0,18965.0,3658.62,2217.32,2723.15,66,2.3685,0,0
1003009309,Brewer,Debra,I,GA,1.0,Audiologist,Y,7,115,390.0,29802.17,11550.11,7699.5,7709.25,75,0.7976,0,0
1003009358,Kodumuri,Vamsi,I,FL,1.0,Interventional Cardiology,Y,60,362,1013.0,361672.88,107576.29,82494.11,82195.19,76,2.152,0,0
1003009424,Cadan,Alex,I,CT,1.0,Physician Assistant,Y,30,233,1806.0,102592.48,34763.6,25937.01,23862.37,78,1.9363,0,0
1003009580,Idicula,Mimi,I,TX,1.0,Nurse Practitioner,Y,17,62,657.0,114938.0,23501.58,18826.79,19895.38,67,1.3353,0,0
1003009630,Singletary,Robert,I,NY,4.0,Emergency Medicine,Y,28,493,665.0,413819.0,79811.54,63961.34,65821.17,74,2.1612,0,0
1003009796,Nelson,Holly,I,WA,1.0,Anesthesiology,Y,35,64,69.0,121206.0,16804.21,13190.42,12359.71,75,1.219,0,0
1003009804,Volk,Jill,I,RI,1.0,Emergency Medicine,Y,14,385,490.0,461574.0,66532.32,53334.17,52352.07,78,1.6169,0,0
1003009853,Dunn,Grace,I,FL,10.0,Family Practice,Y,27,154,331.0,12612.0,6978.45,5440.83,5590.47,75,1.3313,0,0
1003009861,Banna,Moustafa,I,AZ,1.0,Cardiology,Y,70,859,3915.0,788445.2,379533.45,290308.51,298561.6,74,1.7511,0,0
1003009952,Gelmann,Mary,I,NC,1.0,Certified Registered Nurse Anesthetist (CRNA),Y,16,35,35.0,14543.5,3537.77,2831.9,2841.23,74,1.2748,0,0
1003009986,Vandongen,Danique,I,TX,1.0,Physical Medicine and Rehabilitation,Y,7,252,2331.0,413620.0,221671.34,176303.05,181027.85,80,2.2785,0,0
1003010133,Lepley,Jon,I,PA,1.0,Family Practice,Y,19,100,171.0,31689.0,15921.98,11819.5,12849.73,70,1.5057,0,0
1003010174,Usorov,Alexander,I,NY,1.0,Nephrology,Y,12,324,1196.0,422982.0,122724.25,95477.42,91628.15,76,4.5156,0,0
1003010182,Anderson,Robert,I,CA,1.0,Certified Registered Nurse Anesthetist (CRNA),Y,29,86,111.0,116201.54,22654.47,18056.94,18185.92,73,0.8828,0,0
1003010208,Publix Super Markets Inc,,O,FL,1.0,Centralized Flu,Y,12,596,1853.0,103919.97,96722.05,96722.05,96130.13,75,0.9376,0,0
1003010265,Hudak,Daniel,I,HI,4.0,General Surgery,Y,65,108,258.0,135785.0,67608.94,51460.4,51662.73,74,1.5385,0,0
1003010299,Smith,William,I,FL,1.0,Anesthesiology,Y,38,112,338.0,812964.0,64730.11,51418.27,51440.92,77,1.8414,0,0
1003010307,Stone,Jennifer,I,NC,4.0,Family Practice,Y,10,190,289.0,65665.0,28040.73,21348.89,21364.8,76,1.03,0,0
1003010349,Shaya,Wissam,I,FL,1.0,Family Practice,Y,69,111,1277.0,156954.6,74257.61,57345.77,57793.23,73,1.2276,0,0
1003010406,Ramaswamy,Ravishankar,I,NY,1.0,Geriatric Medicine,Y,24,228,553.0,169936.0,58923.17,45776.13,39729.97,85,1.6442,0,0
1003010463,Burgart,Jennifer,I,NC,4.0,Family Practice,Y,93,267,3106.0,221780.0,139839.56,107455.65,113378.54,73,1.0245,0,0
1003010539,Stewart,Richard,I,KY,1.0,Emergency Medicine,Y,17,384,559.0,225596.0,54803.12,42858.3,44823.51,74,2.1148,0,0
1003010570,Chow,Ling,I,ND,1.0,Internal Medicine,Y,8,203,641.0,174634.0,66074.53,52037.67,52707.8,76,2.1725,0,0
1003010638,Austin,Brian,I,AZ,1.0,Chiropractic,Y,3,38,457.0,40017.0,16700.56,12332.22,13272.93,71,0.5964,0,0
1003010661,Defilippis,Nicholas,I,TX,1.0,Anesthesiology,Y,49,164,337.0,297249.0,44524.22,35480.9,33781.92,75,2.6636,0,0
1003010687,Perri,Anthony,I,TX,1.1,Dermatology,Y,33,3151,16052.0,1955755.0,936600.41,648939.65,687158.87,74,0.9965,0,0
1003010703,Brindley,Mace,I,TX,1.0,Otolaryngology,Y,40,231,503.0,181802.46,57661.86,40865.41,42144.79,75,1.1303,0,0
1003010786,Savoie,Jeri,I,NY,2.0,Nurse Practitioner,Y,16,119,369.0,86272.05,34032.5,26231.59,26459.89,69,1.0271,0,0
1003010794,Sokolich,Julio,I,CA,1.0,General Surgery,Y,3,12,12.0,11000.0,3287.82,2619.54,2475.56,73,3.4397,0,0
1003010802,Bierden,Rebecca,I,CO,9.0,Physical Medicine and Rehabilitation,Y,5,147,169.0,23594.0,9556.71,7650.66,7637.68,77,2.0214,0,0
1003010810,Kuehl,James,I,MN,4.0,Chiropractic,Y,2,43,261.0,14115.0,9730.17,6577.36,6568.17,75,1.0928,0,0
1003010828,Combs,Craig,I,NC,1.0,Anesthesiology,Y,60,155,206.0,348785.0,36000.04,28469.52,29955.3,71,2.8346,0,0
1003010844,Insana,Antonino,I,FL,1.0,Emergency Medicine,Y,22,578,634.0,894287.0,100750.5,79082.95,75194.78,73,2.0713,0,0
1003010919,Fredericks,Peter,I,CO,1.0,Orthopedic Surgery,Y,66,105,226.0,225646.0,93787.12,74092.9,70618.53,72,1.6261,0,0
1003010943,Koshy,Anoopa,I,IL,1.0,Endocrinology,Y,18,1010,5117.0,937892.0,202647.75,158702.17,152171.45,74,0.9978,0,0
1003010950,Arthur,Kristine,I,CA,1.0,Internal Medicine,Y,31,144,516.0,77180.0,32442.41,22779.08,25609.31,74,0.9132,0,0
1003011040,Chitkara,Archana,I,OH,1.0,Optometry,Y,7,26,32.0,3015.0,2672.15,1597.99,1716.98,71,0.7337,0,0
1003011065,Lei,Laura,I,NJ,1.0,Anesthesiology,Y,23,86,86.0,159111.0,13869.65,11072.74,10309.53,71,0.6956,0,0
1003011107,Standhart,Philip,I,FL,1.0,Physical Therapist in Private Practice,Y,8,252,12696.0,742516.0,287391.37,223084.72,220603.88,77,0.9906,0,0
1003011156,Ong,Mahalia Elaine,I,NJ,1.0,Occupational Therapist in Private Practice,Y,13,24,1291.0,43964.44,31859.5,24955.37,22299.89,74,0.931,0,0
1003011214,Bajaj,Bhavandeep,I,MD,1.0,Internal Medicine,Y,31,388,1909.0,295338.0,175155.76,128952.08,132314.96,74,1.8992,0,0
1003011339,Jimenez,Lincoln,I,FL,1.0,Neurosurgery,Y,93,230,717.0,900623.0,232173.83,182538.97,176831.7,75,1.5852,0,0
1003011396,Amin,Khalid,I,MN,1.0,Pathology,Y,28,368,996.0,134062.0,36460.96,28309.22,28360.61,68,2.2762,0,0
1003011404,Mccoppin,Holly,I,CO,1.0,Dermatology,Y,84,450,2791.0,1045629.0,430475.03,333283.51,317729.71,75,0.981,0,0
1003011438,Holland,Christopher,I,PA,1.0,Physician Assistant,Y,15,130,143.0,41423.0,17827.12,13954.64,14144.33,72,2.262,0,0
1003011578,Richardson,Gaa,I,NC,1.0,Gastroenterology,Y,37,311,5600.0,956604.9,191327.85,152740.98,154880.89,72,1.3001,0,0
1003011610,Ray,Alaka,I,MA,1.0,Internal Medicine,Y,13,263,432.0,163319.0,42817.39,30865.37,28535.28,74,1.4403,0,0
1003011636,Smeriglio,James,I,MD,1.0,Optometry,Y,6,53,57.0,5735.0,4377.66,2690.1,2520.36,70,0.8621,0,0
1003011800,Blomeier,Herman,I,IL,1.0,Endocrinology,Y,14,381,939.0,185562.0,99765.99,74201.89,68807.67,76,2.115,0,0
1003011834,Sniadanko,Mark,I,OH,1.0,Emergency Medicine,Y,16,269,330.0,408162.0,46502.2,37511.26,37094.85,75,1.6399,0,0
1003011859,Morris,Melanie,I,AL,1.0,General Surgery,Y,25,50,89.0,93123.55,20885.99,15983.81,17009.48,69,1.6534,0,0
1003011891,Spira,Etan,I,NJ,1.0,Gastroenterology,Y,24,155,349.0,242510.0,48373.75,37362.09,33613.4,72,1.7938,0,0
1003011933,Hurley,Patrick,I,WA,1.0,Diagnostic Radiology,Y,134,5396,7903.0,922512.83,227299.86,172715.64,159635.57,76,2.0445,0,0
1003011941,Jung,Edward,I,CA,1.0,Radiation Oncology,Y,42,115,2055.0,1870416.9,418621.16,332495.75,353141.06,74,1.5515,0,0
1003011966,Kallsnick,Aaron,I,IL,1.0,Anesthesiology,Y,40,89,97.0,164735.3,10050.44,8021.93,8342.83,72,1.5538,0,0
1003011982,Deeb,Liliane,I,NY,1.0,Gastroenterology,Y,27,496,960.0,1015892.46,152519.15,116833.73,98474.05,73,2.2171,0,0
1003012014,Scarfo,Keith-Austin,I,RI,1.0,Anesthesiology,Y,33,297,756.0,453887.0,84210.08,64838.19,64075.53,74,1.2834,0,0
1003012022,Cudzilo,Corey,I,TN,1.0,Pulmonary Disease,Y,18,144,478.0,166271.0,58268.99,46193.25,48889.48,74,2.8512,0,0
1003012063,Nwaogwugwu,Uzoamaka,I,DC,1.0,Nephrology,Y,15,215,973.0,339078.0,167451.51,131738.33,116167.06,69,4.4234,0,0
1003012154,Reutter,Mark,I,PA,1.0,Emergency Medicine,Y,21,914,1502.0,769474.0,179207.23,142137.58,133601.42,78,1.872,0,0
1003012188,Spader,Heather,I,VA,1.0,Neurosurgery,Y,11,11,17.0,29461.0,6871.29,5426.84,5203.5,67,3.4974,0,0
1003012204,Clair,Charles,I,ID,1.0,Family Practice,Y,16,94,353.0,70187.0,31754.88,24051.49,25093.02,79,1.5353,0,0
1003012246,Jones,Ryan,I,CA,1.0,Chiropractic,Y,3,107,1279.0,61825.0,52313.65,37352.18,35989.97,73,0.6874,0,0
1003012345,Garvey,Matthew,I,OH,1.0,Anesthesiology,Y,51,192,276.0,208234.4,36905.09,29051.01,27482.85,73,1.0602,0,0
1003012352,Boots,Carrie,I,IN,1.0,Nurse Practitioner,Y,30,354,1044.0,119580.0,48799.9,34965.03,37273.11,74,1.7515,0,0
1003012410,Tindoc,Lorelane,I,NJ,1.0,Family Practice,Y,52,708,2610.0,277729.29,245760.58,192731.77,200030.37,87,1.5336,0,0
1003012428,Patel,Viral,I,KY,2.0,Family Practice,Y,61,264,1471.0,179012.0,67057.56,44637.3,84370.94,70,1.5538,0,0
1003012444,Picel,Andrew,I,CA,1.0,Diagnostic Radiology,Y,110,233,995.0,2408464.0,121352.45,95698.25,85461.57,72,2.513,0,0
1003012451,Mitra,Ranjana,I,VA,1.0,Hospitalist,Y,14,120,189.0,38230.0,18747.74,14160.98,14017.57,74,1.9582,0,0
1003012477,Modrykamien,Ariel,I,TX,1.0,Critical Care (Intensivists),Y,14,94,213.0,133292.38,33550.9,26927.68,27166.75,70,3.1592,0,0
1003012493,Gilmore,Carl,I,NM,1.0,Orthopedic Surgery,Y,52,463,4627.0,1028704.45,264350.32,196235.52,206478.4,74,0.8217,0,0
1003012568,Rodgers,Shaun,I,NY,1.0,Neurosurgery,Y,22,15,31.0,328700.0,21606.74,17107.86,12126.01,69,0.8127,0,0
1003012634,Lu,Dunyue,I,MI,1.0,Psychiatry,Y,15,164,807.0,150554.0,75300.54,59608.36,57476.0,70,3.0675,0,0
1003012642,Mazloom,Narges,I,PA,1.0,Otolaryngology,Y,45,515,2118.0,461267.5,272991.22,202980.13,201101.77,75,1.112,0,0
1003012667,Nienow,Cherie,I,MN,1.0,Nurse Practitioner,Y,6,41,61.0,11209.0,3620.93,2843.05,2977.96,74,1.7012,0,0
1003012733,Gannon,Lauren,I,CA,1.0,Internal Medicine,Y,37,225,754.0,184575.75,73169.56,56892.47,62616.67,74,0.926,0,0
1003012840,Shaw-Dressler,Sarah,I,OK,1.0,Cardiology,Y,37,1846,2780.0,300718.0,132789.0,94527.5,98046.46,75,1.9674,0,0
1003012915,John,Jayashree,I,GA,1.0,Psychiatry,Y,15,120,1158.0,228401.32,66150.4,47807.18,49667.74,65,1.2404,0,0
1003012931,Lopez,Niceto,I,CA,1.0,Internal Medicine,Y,16,317,3413.0,1800950.0,404794.32,316330.73,292479.99,78,3.0587,0,0
1003012949,Patel-Raval,Pinecca,I,GA,1.0,Podiatry,Y,25,51,155.0,33240.0,11222.38,8588.68,9448.19,72,1.2137,0,0
1003012956,Loo,Deborah,I,NJ,1.0,Anesthesiology,Y,26,522,578.0,557720.0,57921.21,47120.66,44673.02,73,1.0773,0,0
1003012980,Russell,Michael,I,NV,1.0,Physical Therapist in Private Practice,Y,12,107,4397.0,271287.0,115264.15,87135.61,88202.07,74,1.0571,0,0
1003013061,Correa,Zana,I,NY,1.0,Nurse Practitioner,Y,8,117,143.0,62865.0,10294.06,7234.04,6265.79,73,1.2639,0,0
1003013129,Sheehan,David,I,PA,1.0,Interventional Radiology,Y,197,1480,2397.0,452596.0,128595.73,100009.09,93125.03,75,1.7085,0,0
1003013152,Davidson,Eric,I,PA,1.0,Anesthesiology,Y,72,199,346.0,268407.0,38436.09,29971.2,29973.85,72,1.7968,0,0
1003013160,Grabenstein,William,I,TN,1.0,Family Practice,Y,32,211,1628.0,116287.0,81997.73,58162.53,66778.8,76,0.9486,0,0
1003013210,Strand,Daniel,I,VA,1.0,Gastroenterology,Y,73,265,970.0,902292.0,140690.7,111090.24,103692.93,73,1.9532,0,0
1003013236,Ostaszewski,Mary,I,GA,1.0,Nurse Practitioner,Y,35,270,1061.0,127942.0,48658.56,33847.56,32941.86,74,1.0658,0,0
1003013269,Chelson,Jillian,I,CA,1.0,Physician Assistant,Y,42,174,529.0,182263.48,48479.06,34872.96,31850.47,72,0.82,0,0
1003013335,Sarti,Juan,I,CA,1.0,Anesthesiology,Y,110,436,3687.0,1371369.0,246665.3,190358.79,174172.23,73,1.4106,0,0
1003013384,Osleber,Michael,I,AR,1.0,Dermatology,Y,87,2008,15814.0,2434094.6,1652690.91,1280426.07,1440295.14,77,1.1173,0,0
1003013392,Ratchford,Erik,I,MI,1.0,Urology,Y,66,363,2267.0,253261.05,114961.94,87254.56,92175.58,73,1.4086,0,0
1003013442,Kan,Jack,I,CA,1.0,Anesthesiology,Y,49,192,229.0,334356.0,49505.83,39316.5,37201.87,76,1.0859,0,0
1003013483,Boehmler,Jessica,I,PA,1.0,Internal Medicine,Y,31,327,696.0,232010.0,89283.51,70441.65,72280.4,73,3.0462,0,0
1003013533,Cioffi,George,I,NY,1.0,Ophthalmology,Y,31,818,3556.0,1858650.0,364964.02,266530.65,227205.19,77,1.0188,0,0
1003013582,Haggerty,Treah,I,WV,1.0,Family Practice,Y,10,44,71.0,17531.0,7210.31,5433.73,6147.73,65,1.0861,0,0
1003013608,Byrne,Emily,I,VT,4.0,Nurse Practitioner,Y,14,155,330.0,56406.18,24316.81,17425.26,18186.88,69,0.7834,0,0
1003013616,Woschkolup,Kathleen,I,SC,1.0,Neurology,Y,37,327,42044.0,973169.2,466427.96,362619.43,376448.94,75,1.3434,0,0
1003013632,Quinlan,Maureen,I,SC,1.0,Podiatry,Y,37,590,3062.0,376297.0,224639.86,165973.34,169100.94,76,1.3593,0,0
1003013657,Spinale,Richard,I,MI,1.0,General Surgery,Y,51,122,181.0,53938.0,30084.25,23177.54,21896.38,72,2.1345,0,0
1003013673,Kretchman,Erica,I,IN,4.0,Endocrinology,Y,21,848,16426.0,678027.34,387447.96,298845.89,304643.55,72,1.6642,0,0
1003013715,Wang,Roberta,I,CA,1.0,Physical Medicine and Rehabilitation,Y,15,100,229.0,128211.0,18469.37,15156.97,13015.97,71,1.5744,0,0
1003013723,Fields,Justin,I,OK,1.1,Internal Medicine,Y,54,334,1889.0,266747.0,143054.29,114107.1,119151.9,73,1.2653,0,0
1003013756,Phung,Andy,I,NC,1.0,Family Practice,Y,34,114,1759.0,234459.0,120168.15,101980.06,107974.95,62,1.3044,0,0
1003013814,Bailey,Nathanael,I,MI,1.0,Pathology,Y,20,168,857.0,133856.0,33712.29,26424.65,26770.75,72,2.3209,0,0
1003013830,Burman,Robert,I,CO,1.0,Diagnostic Radiology,Y,36,71,1700.0,44900.76,10764.91,7723.37,7630.65,68,1.272,0,0
1003013848,Sawyer,Kevin,I,FL,1.0,Diagnostic Radiology,Y,150,1866,48813.0,2855715.8,479399.09,375621.4,384914.83,74,1.187,0,0
1003013913,Fakih,Mona,I,MI,1.0,Obstetrics & Gynecology,Y,17,30,103.0,18112.0,8139.3,6438.51,6309.38,61,1.1827,0,0
1003013921,Bahl,Amit,I,MI,1.0,Emergency Medicine,Y,14,201,245.0,82774.0,33313.48,26527.01,24674.91,75,2.5457,0,0
1003013947,Otto,Robert,I,TN,1.0,Orthopedic Surgery,Y,30,255,1107.0,625245.0,201114.18,155759.67,172253.83,71,1.1031,0,0
1003013970,Hershberger,Jennifer,I,SC,4.0,Ophthalmology,Y,35,1550,3706.0,1378543.0,499897.37,355413.82,377349.32,75,0.9231,0,0
1003013988,Weiss,Daniel,I,PA,1.0,Physician Assistant,Y,6,34,36.0,9533.0,2194.52,1688.99,1693.67,68,1.2976,0,0
1003014044,Olsen,Alex,I,OK,1.0,General Surgery,Y,22,63,128.0,234860.0,19918.63,15644.24,15912.76,78,1.9107,0,0
1003014051,Jackson,Jeffrey,I,AZ,1.0,Optometry,Y,18,1186,2122.0,453270.0,196446.59,129558.26,130653.93,75,1.0285,0,0
1003014077,Pittman,Larry,I,OK,4.0,Podiatry,Y,21,135,319.0,47654.44,17032.11,13576.69,14278.15,71,1.1044,0,0
1003014267,Mehrazin,Reza,I,NY,1.0,Urology,Y,75,484,3171.0,1816008.3,275930.88,214317.0,184321.99,73,2.2117,0,0
1003014440,Bell,Linda,I,MS,1.0,Nurse Practitioner,Y,3,127,408.0,133427.0,28019.32,23043.21,26512.62,65,1.4506,0,0
1003014457,Khaja,Aslam,I,IL,1.0,Neurology,Y,17,534,1068.0,290936.0,120865.45,94686.19,88851.1,78,2.1346,0,0
1003014473,Barak,Rakesh,I,PA,1.0,Diagnostic Radiology,Y,138,2785,4205.0,461133.0,145762.42,112548.47,111055.36,75,1.7824,0,0
1003014606,Commiskey,Stephen,I,MS,1.0,Anesthesiology,Y,84,434,603.0,282903.62,61591.06,49062.22,50308.33,73,1.6134,0,0
1003014705,Jindal,Ankur,I,AL,1.0,Endocrinology,Y,13,690,2012.0,292864.0,168653.91,121648.71,130574.7,72,1.559,0,0
1003014762,Wharton,Joshua,I,AL,4.0,Dermatology,Y,82,975,18737.0,934245.0,655403.43,491177.96,533364.58,77,1.0597,0,0
1003014911,Berger,John,I,CO,1.0,Pulmonary Disease,Y,55,264,671.0,208739.78,76841.97,60579.38,59713.57,73,1.8064,0,0
1003014986,Yuzefovich,Michael,I,VA,1.0,Obstetrics & Gynecology,Y,11,14,20.0,7950.0,2478.23,1946.28,1836.39,46,1.781,0,0
1003015066,Eidahl,Jason,I,OH,1.0,Emergency Medicine,Y,13,548,568.0,948122.0,83601.15,66230.71,66921.55,74,1.9695,0,0
1003015108,Ramirez,Andrea,I,NJ,1.0,Physician Assistant,Y,9,64,71.0,8674.15,7011.73,6732.28,7125.68,71,1.2666,0,0
1003015116,Chhabra,Darshika,I,IL,1.0,Nephrology,Y,12,162,313.0,97544.0,40965.73,31886.91,30444.49,62,6.2976,0,0
1003015124,Evert,Jessica,I,ID,1.0,Family Practice,Y,15,147,303.0,66044.0,29181.49,22520.5,23815.39,78,2.3259,0,0
1003015140,Bauer,Jenny,I,MN,1.0,Nurse Practitioner,Y,37,214,429.0,79752.8,21563.45,15607.47,16240.62,71,1.1575,0,0
1003015157,Commons,Bradford,I,TX,1.0,Emergency Medicine,Y,14,240,271.0,354252.0,44095.79,34947.14,33459.13,76,2.4646,0,0
1003015173,Beauchamp Bruno,Mayra,I,NH,1.0,Dermatology,Y,49,790,2968.0,327763.0,110906.86,79204.12,80066.44,74,0.9719,0,0
1003015207,Swaney,Robert,I,IN,1.0,Hematology-Oncology,Y,52,339,3073.0,301284.0,131659.58,102308.07,110396.6,76,1.451,0,0
1003015280,Walsh,Katherine,I,FL,1.0,Physician Assistant,Y,25,204,271.0,126091.0,28986.74,21045.16,20901.99,73,2.3101,0,0
1003015314,Bradley,Michelle,I,ND,1.0,Family Practice,Y,14,151,391.0,87685.0,37534.59,29653.34,30751.84,74,0.8614,0,0
1003015348,Reed,Yolonda,I,AR,6.0,Nurse Practitioner,Y,9,12,44.0,2492.53,1214.02,979.24,1056.62,74,0.7304,0,0
1003015355,"Murrayville Woodson Emergency Ambulance Service, Inc.",,O,IL,5.0,Ambulance Service Provider,Y,4,20,411.0,25912.0,15308.03,12196.64,9730.16,77,2.7218,0,0
1003015363,Fish,Brandon,I,ID,4.0,Optometry,Y,7,125,155.0,14226.24,13502.66,9394.42,13323.71,75,1.024,0,0
1003015421,Dhevan,Vijian,I,TX,1.0,General Surgery,Y,89,156,481.0,364515.0,109447.17,85028.26,86531.42,73,2.3011,0,0
1003015439,Canetta,Pietro,I,NY,1.0,Nephrology,Y,21,245,848.0,394071.03,103274.91,79603.95,68438.52,70,4.5975,0,0
1003015447,Parnham,Ryan,I,IL,10.1,Nurse Practitioner,Y,8,42,98.0,26531.0,9073.3,7103.74,7175.27,71,3.0234,0,0
1003015454,Monteau,Lance,I,TX,4.0,Internal Medicine,Y,12,57,96.0,7510.0,4768.07,3349.94,3569.03,75,1.5135,0,0
1003015462,Chang,Chun,I,CA,1.0,Emergency Medicine,Y,38,621,977.0,760131.0,116142.19,92696.79,88840.38,74,2.6625,0,0
1003015553,Fishman,Michael,I,WA,1.0,Diagnostic Radiology,Y,202,4205,7078.0,991053.67,188442.63,145191.96,142223.3,75,1.1281,0,0
1003015652,Dehqanzada,Zia,I,AE,,General Surgery,Y,59,316,539.0,302866.56,118113.11,93154.7,91590.88,76,1.7417,0,0
1003015728,Black,Robert,I,GA,1.0,Anesthesiology,Y,69,343,535.0,809745.14,75217.79,59422.03,59155.37,75,2.1968,0,0
1003015736,Pedres,Maureen,I,MI,1.0,Internal Medicine,Y,8,110,251.0,55704.0,27083.92,21221.33,21301.87,72,3.3166,0,0
1003015785,Rogers,Ryan,I,NY,1.0,Ophthalmology,Y,48,493,2308.0,544092.0,195120.4,143561.13,122197.36,76,1.0737,0,0
